Station,Base_MSE,Adapted_MSE,Adapted_MAE,Adapted_RMSE,R2
85271.xlsx,0.012497283518314362,0.012343868613243103,0.07028090208768845,0.11110296401646134,0.7092499136924744
80458.xlsx,0.012288576923310757,0.011184914968907833,0.07490924000740051,0.10575875835555103,0.7961856722831726
26323 (1).xlsx,0.013381150551140308,0.004117279313504696,0.05859597399830818,0.06416602927955489,-0.41603267192840576
43823 (1).xlsx,0.014259610325098038,0.014405221678316593,0.05466826260089874,0.12002175502098189,0.13071900606155396
43976.xlsx,0.01342241745442152,0.012880424968898296,0.06684815138578415,0.11349195993064133,0.7721084356307983
42945.xlsx,0.010278496891260147,0.0075408583506941795,0.05901293829083443,0.08683811577121063,0.8101222515106201
80543.xlsx,0.0146998455747962,0.01293351873755455,0.07596470415592194,0.11372562920271996,0.7865448594093323
86229.xlsx,0.022259801626205444,0.019526666030287743,0.09760964661836624,0.13973784752273716,0.8083775043487549
42148.xlsx,0.012562399730086327,0.012432660907506943,0.07657726109027863,0.11150184261933496,0.6903584003448486
72122.xlsx,0.011725661344826221,0.01213857065886259,0.07784457504749298,0.11017518168291165,0.7273311614990234
80459.xlsx,0.011363539844751358,0.013615787029266357,0.06862884014844894,0.11668670459510953,0.6920812129974365
85295.xlsx,0.00789735373109579,0.008906697854399681,0.05254456028342247,0.09437530320163046,0.5445376038551331
80134.xlsx,0.013542517088353634,0.013325709849596024,0.08363186568021774,0.11543703846511319,0.7578235268592834
87587.xlsx,0.0035573893692344427,0.005475116893649101,0.06194417178630829,0.07399403282460756,0.8572089076042175
37402.xlsx,0.01275451760739088,0.012225383892655373,0.06678600609302521,0.11056845794644769,0.8163766860961914
88842.xlsx,0.011644162237644196,0.009275119751691818,0.0768369659781456,0.09630742313909046,0.8747751712799072
87581.xlsx,0.0040038409642875195,0.004634845070540905,0.049246661365032196,0.06807969646334291,0.874724268913269
43989.xlsx,0.02010679617524147,0.018327217549085617,0.08899339288473129,0.13537805416346335,0.8209341168403625
40574.xlsx,0.009421546012163162,0.010519830510020256,0.07462923228740692,0.10256622499643953,0.6992818117141724
43821.xlsx,0.01173564326018095,0.01297516468912363,0.07584556192159653,0.11390858040166961,0.55316162109375
42149.xlsx,0.013514830730855465,0.013963866978883743,0.07375932484865189,0.11816880713150887,0.7766271829605103
38764.xlsx,0.00854610837996006,0.006963849999010563,0.05878354609012604,0.08344968543386226,0.6308431625366211
26323.xlsx,0.013381150551140308,0.004117279313504696,0.05859597399830818,0.06416602927955489,-0.41603267192840576
40575.xlsx,0.009886709973216057,0.008858687244355679,0.06755485385656357,0.09412059946874371,0.7582148313522339
72022.xlsx,0.023421134799718857,0.02047269605100155,0.09440023452043533,0.14308282933672212,0.8078843951225281
43823.xlsx,0.014259610325098038,0.014405221678316593,0.05466826260089874,0.12002175502098189,0.13071900606155396
26898.xlsx,0.0126253142952919,0.010589493438601494,0.07115036249160767,0.10290526438720952,0.7949690818786621
87588.xlsx,0.003858669428154826,0.0042266384698450565,0.049982793629169464,0.06501260239249815,0.9245434999465942
43382.xlsx,0.011005261912941933,0.011997833847999573,0.06877099722623825,0.10953462396886006,0.724911630153656
87579.xlsx,0.0023294861894100904,0.005570131354033947,0.06062067300081253,0.07463331262937448,0.4847719669342041
42760.xlsx,0.011518715880811214,0.011221067979931831,0.07338273525238037,0.10592954252677499,0.785178005695343
36284.xlsx,0.014514211565256119,0.015052529983222485,0.06591983139514923,0.12268875247235374,0.7167178988456726
