Station,Base_MSE,Adapted_MSE,Adapted_MAE,Adapted_RMSE,R2
85271.xlsx,0.013954756781458855,0.01361135020852089,0.07557173818349838,0.11666769136535139,0.6793953776359558
80458.xlsx,0.0146050238981843,0.0131446598097682,0.08252105116844177,0.11465016271147721,0.7604747414588928
26323 (1).xlsx,0.01614159345626831,0.004231977742165327,0.05908286198973656,0.06505365279648274,-0.4554802179336548
43823 (1).xlsx,0.014145812019705772,0.014217582531273365,0.053352776914834976,0.11923750471757351,0.1420421004295349
43976.xlsx,0.014823113568127155,0.01393849030137062,0.07227398455142975,0.11806138361619611,0.7533881664276123
42945.xlsx,0.011564122512936592,0.008256914094090462,0.06369820237159729,0.09086756348714574,0.7920920848846436
80543.xlsx,0.016852501779794693,0.014613986015319824,0.08321154117584229,0.12088832042558878,0.7588104009628296
86229.xlsx,0.02575092576444149,0.022296451032161713,0.1068374291062355,0.1493199619346379,0.7811965346336365
42148.xlsx,0.01462189108133316,0.014327770099043846,0.0835171490907669,0.11969866373123739,0.6431597471237183
72122.xlsx,0.01340608298778534,0.01373249664902687,0.08398593962192535,0.1171857356892334,0.6915267705917358
80459.xlsx,0.011712735518813133,0.014346746727824211,0.07249176502227783,0.11977790584170443,0.6755506992340088
85295.xlsx,0.00827393401414156,0.010725336149334908,0.060526903718709946,0.1035631988176056,0.4515377879142761
80134.xlsx,0.015988564118742943,0.015545598231256008,0.09200204163789749,0.12468198839951185,0.7174801230430603
87587.xlsx,0.004344811197370291,0.006631559692323208,0.06760033965110779,0.08143438888039381,0.8270488381385803
37402.xlsx,0.014076700434088707,0.01325133815407753,0.07218645513057709,0.11511445675534211,0.8009669780731201
88842.xlsx,0.01378403790295124,0.010763418860733509,0.0832463800907135,0.1037468980776462,0.8546813726425171
87581.xlsx,0.004626262933015823,0.005431792698800564,0.05324642360210419,0.07370069673212434,0.8531835079193115
43989.xlsx,0.022403547540307045,0.020057085901498795,0.09584622085094452,0.14162304156280078,0.8040324449539185
40574.xlsx,0.010703257285058498,0.011845524422824383,0.08084390312433243,0.10883714633719677,0.661385715007782
43821.xlsx,0.012787885032594204,0.014195496216416359,0.08042532950639725,0.11914485392334978,0.5111358761787415
42149.xlsx,0.014950357377529144,0.015451339073479176,0.08035219460725784,0.12430341537334835,0.75283282995224
38764.xlsx,0.009880260564386845,0.007784383837133646,0.06322339177131653,0.08822915525569565,0.5873463153839111
26323.xlsx,0.01614159345626831,0.004231977742165327,0.05908286198973656,0.06505365279648274,-0.4554802179336548
40575.xlsx,0.01119482982903719,0.009775865823030472,0.07258501648902893,0.09887297822474284,0.7331817746162415
72022.xlsx,0.02660546638071537,0.022827427834272385,0.10194080322980881,0.1510874840424328,0.7857875823974609
43823.xlsx,0.014145812019705772,0.014217582531273365,0.053352776914834976,0.11923750471757351,0.1420421004295349
26898.xlsx,0.014477338641881943,0.011905902065336704,0.07722390443086624,0.10911416986503955,0.7694810628890991
87588.xlsx,0.004729611799120903,0.005233734380453825,0.05529173091053963,0.07234455321897997,0.9065641760826111
43382.xlsx,0.012090353295207024,0.013156753964722157,0.07331493496894836,0.11470289431711023,0.6983397006988525
87579.xlsx,0.002700348850339651,0.0070585752837359905,0.06853196769952774,0.08401532767141952,0.347093403339386
42760.xlsx,0.013086950406432152,0.012579706497490406,0.07945924997329712,0.11215929073193359,0.7591675519943237
36284.xlsx,0.015532177872955799,0.015957245603203773,0.07084015756845474,0.12632199176391962,0.6996915340423584
