Station,Base_MSE,Adapted_MSE,Adapted_MAE,Adapted_RMSE,R2
85271.xlsx,0.013530364260077477,0.013242878951132298,0.07414312660694122,0.11507770831543483,0.6880744099617004
80458.xlsx,0.013921099714934826,0.012582440860569477,0.08040586113929749,0.11217147971106327,0.7707196474075317
26323 (1).xlsx,0.015357163734734058,0.004245234653353691,0.05933847650885582,0.06515546526081822,-0.4600396156311035
43823 (1).xlsx,0.01417380291968584,0.014265964739024639,0.05373129993677139,0.11944021407810955,0.13912248611450195
43976.xlsx,0.014409506693482399,0.013611418195068836,0.07071135193109512,0.1166679827333482,0.7591750621795654
42945.xlsx,0.011202821508049965,0.008093122392892838,0.0627225860953331,0.08996178295750278,0.7962163090705872
80543.xlsx,0.01621539704501629,0.014096376486122608,0.0810810998082161,0.1187281621441291,0.7673529982566833
86229.xlsx,0.024721287190914154,0.021477730944752693,0.10423673689365387,0.14655282646456427,0.7892309427261353
42148.xlsx,0.014021757058799267,0.013790149241685867,0.08160668611526489,0.11743146614807237,0.6565494537353516
72122.xlsx,0.01291805598884821,0.013255514204502106,0.08221606910228729,0.11513259401447579,0.7022411823272705
80459.xlsx,0.011617845855653286,0.014132794924080372,0.07141494005918503,0.1188814322090728,0.6803891658782959
85295.xlsx,0.008172420784831047,0.010035812854766846,0.05743453651666641,0.10017890424019843,0.48679792881011963
80134.xlsx,0.01527058333158493,0.014924361370503902,0.08978109806776047,0.12216530346421565,0.7287702560424805
87587.xlsx,0.0041280100122094154,0.0063040610402822495,0.06606481224298477,0.07939811735981055,0.8355900049209595
37402.xlsx,0.013688554055988789,0.012952441349625587,0.07084275782108307,0.11380879293633506,0.8054563999176025
88842.xlsx,0.013172371312975883,0.010342572815716267,0.08145879954099655,0.1016984405766198,0.8603633046150208
87581.xlsx,0.004458070732653141,0.005190655123442411,0.05202903971076012,0.07204620131167508,0.8597012162208557
43989.xlsx,0.021718638017773628,0.019526218995451927,0.09390483796596527,0.13973624796541492,0.809219241142273
40574.xlsx,0.010333691723644733,0.011465157382190228,0.07913107424974442,0.10707547516677303,0.6722588539123535
43821.xlsx,0.012483078055083752,0.013809744268655777,0.07901989668607712,0.11751486828761618,0.5244203805923462
42149.xlsx,0.014520067721605301,0.015022031031548977,0.07855179160833359,0.12256439544806223,0.7597002983093262
38764.xlsx,0.00950318481773138,0.0075619155541062355,0.06211768835783005,0.08695927526208021,0.5991394519805908
26323.xlsx,0.015357163734734058,0.004245234653353691,0.05933847650885582,0.06515546526081822,-0.4600396156311035
40575.xlsx,0.010823014192283154,0.009518323466181755,0.07123398035764694,0.09756189556472217,0.740211009979248
72022.xlsx,0.02566574513912201,0.02209968864917755,0.09963676333427429,0.1486596402833585,0.7926167249679565
43823.xlsx,0.01417380291968584,0.014265964739024639,0.05373129993677139,0.11944021407810955,0.13912248611450195
26898.xlsx,0.013943452388048172,0.011521234177052975,0.07558785378932953,0.10733701214889939,0.7769289016723633
87588.xlsx,0.004479614086449146,0.004943976644426584,0.053829796612262726,0.07031341724327288,0.9117370843887329
43382.xlsx,0.011771416291594505,0.012800273485481739,0.07199402898550034,0.11313829362988351,0.7065131664276123
87579.xlsx,0.0026022952515631914,0.006729424465447664,0.06691598147153854,0.08203306934064862,0.3775392770767212
42760.xlsx,0.012637810781598091,0.0121945571154356,0.07779199630022049,0.11042896864245179,0.7665410041809082
36284.xlsx,0.015232457779347897,0.015680143609642982,0.06946533173322678,0.12522038016889656,0.7049064636230469
