Station,Base_MSE,Adapted_MSE,Adapted_MAE,Adapted_RMSE,R2
85271.xlsx,0.011166391894221306,0.011818540282547474,0.06800606101751328,0.10871310998470918,0.7216235995292664
80458.xlsx,0.010472478345036507,0.009966766461730003,0.0697651207447052,0.09983369402025552,0.8183830976486206
26323 (1).xlsx,0.010385916568338871,0.003934171982109547,0.05732744559645653,0.06272297810300102,-0.35305750370025635
43823 (1).xlsx,0.014345557428896427,0.014555003494024277,0.056172680109739304,0.12064411918541358,0.12168049812316895
43976.xlsx,0.012243428267538548,0.012145504355430603,0.06228101626038551,0.11020664388062365,0.7851112484931946
42945.xlsx,0.008776562288403511,0.006623157765716314,0.05167964845895767,0.0813827854384225,0.8332298398017883
80543.xlsx,0.012898305431008339,0.011634232476353645,0.06929086893796921,0.10786209935076196,0.8079882860183716
86229.xlsx,0.019525976851582527,0.01760532706975937,0.09021000564098358,0.13268506724480855,0.827232301235199
42148.xlsx,0.0108486982062459,0.011468599550426006,0.0727507695555687,0.10709154752092252,0.7143688201904297
72122.xlsx,0.010276098735630512,0.011379623785614967,0.07484230399131775,0.10667531947744505,0.7443793416023254
80459.xlsx,0.010848747566342354,0.013369787484407425,0.06692817062139511,0.11562779719603511,0.6976444721221924
85295.xlsx,0.0075672646053135395,0.007954990491271019,0.0565805658698082,0.08919075339557918,0.5932050943374634
80134.xlsx,0.011608501896262169,0.01175509300082922,0.07714060693979263,0.10842090665932111,0.7863673567771912
87587.xlsx,0.0027111528906971216,0.005128026939928532,0.060663267970085144,0.07161024326120204,0.8662610054016113
37402.xlsx,0.011638068594038486,0.011486193165183067,0.06193671375513077,0.10717365891478683,0.8274791836738586
88842.xlsx,0.009583785198628902,0.008387692272663116,0.07284048199653625,0.09158434512875613,0.886756420135498
87581.xlsx,0.003353435080498457,0.004256787709891796,0.04750839248299599,0.06524406264091619,0.8849428296089172
43989.xlsx,0.018248066306114197,0.017066767439246178,0.08290333300828934,0.13063983863755413,0.8332493305206299
40574.xlsx,0.00819246843457222,0.009606254287064075,0.07031610608100891,0.09801150078977505,0.7253971695899963
43821.xlsx,0.010920524597167969,0.012460471130907536,0.07374516874551773,0.11162648041978003,0.5708866119384766
42149.xlsx,0.012362159788608551,0.013192561455070972,0.06965701282024384,0.11485887625721825,0.7889653444290161
38764.xlsx,0.007207310292869806,0.006008755415678024,0.05224825441837311,0.07751616228682909,0.6814731955528259
26323.xlsx,0.010385916568338871,0.003934171982109547,0.05732744559645653,0.06272297810300102,-0.35305750370025635
40575.xlsx,0.008462321944534779,0.007834447547793388,0.0609498955309391,0.0885124146535015,0.7861700057983398
72022.xlsx,0.02099175751209259,0.018843211233615875,0.08880724757909775,0.13727057672209247,0.8231754302978516
43823.xlsx,0.014345557428896427,0.014555003494024277,0.056172680109739304,0.12064411918541358,0.12168049812316895
26898.xlsx,0.010969482362270355,0.009506842121481895,0.06546685099601746,0.09750303647313706,0.8159310817718506
87588.xlsx,0.0030688741244375706,0.0037498187739402056,0.04737066850066185,0.061235763847119644,0.9330559372901917
43382.xlsx,0.010015622712671757,0.011657044291496277,0.06757618486881256,0.10796779284349697,0.7327252626419067
87579.xlsx,0.001988369505852461,0.0027132462710142136,0.0384669303894043,0.05208883057829398,0.7490291595458984
42760.xlsx,0.010072621516883373,0.010134863667190075,0.06758174300193787,0.10067206001264738,0.8059728741645813
36284.xlsx,0.013709461316466331,0.014476152136921883,0.06201639398932457,0.12031688217753102,0.7275650501251221
