Station,Base_MSE,Adapted_MSE,Adapted_MAE,Adapted_RMSE,R2
85271.xlsx,0.015625353902578354,0.015016480349004269,0.08068481087684631,0.12254174941220755,0.6462986469268799
80458.xlsx,0.017170317471027374,0.015347659587860107,0.09045739471912384,0.12388567143887184,0.7203311324119568
26323 (1).xlsx,0.019022975116968155,0.003922199830412865,0.055844299495220184,0.0626274686572343,-0.3489401340484619
43823 (1).xlsx,0.014130309224128723,0.014189849607646465,0.05374842509627342,0.11912115516417084,0.14371567964553833
43976.xlsx,0.016380218788981438,0.015230636112391949,0.077803835272789,0.12341246335922458,0.7305264472961426
42945.xlsx,0.012915831059217453,0.008835692889988422,0.06690504401922226,0.09399836642191407,0.7775185108184814
80543.xlsx,0.019305629655718803,0.01650919020175934,0.09045292437076569,0.128488093618667,0.727531909942627
86229.xlsx,0.029591212049126625,0.02550486847758293,0.11623747646808624,0.15970243729380879,0.7497111558914185
42148.xlsx,0.016881028190255165,0.016438322141766548,0.09047181159257889,0.12821202027020145,0.5905954241752625
72122.xlsx,0.015262377448379993,0.01549810916185379,0.09019464999437332,0.12449140195954815,0.6518657207489014
80459.xlsx,0.012074585072696209,0.015087585896253586,0.07580418139696121,0.12283153461653724,0.6587967276573181
85295.xlsx,0.00862735603004694,0.011808682233095169,0.06465745717287064,0.10866776078071716,0.39613860845565796
80134.xlsx,0.018644636496901512,0.01807628944516182,0.10042828321456909,0.13444809201012048,0.6714882850646973
87587.xlsx,0.005121448542922735,0.007818852551281452,0.07296432554721832,0.08842427580297987,0.7960842251777649
37402.xlsx,0.015549266710877419,0.014489931054413319,0.07759123295545578,0.12037412950635747,0.7823635339736938
88842.xlsx,0.01601855829358101,0.012263530865311623,0.08934662491083145,0.11074082745451934,0.8344281315803528
87581.xlsx,0.005229406990110874,0.006270105019211769,0.05727698281407356,0.0791839947161784,0.8305246829986572
43989.xlsx,0.02503807470202446,0.02216997742652893,0.10284002870321274,0.14889586101208097,0.7833884358406067
40574.xlsx,0.01206127367913723,0.013083894737064838,0.08596044033765793,0.11438485361735984,0.625985860824585
43821.xlsx,0.013889296911656857,0.015568598173558712,0.0852811187505722,0.1247741887313186,0.4638490080833435
42149.xlsx,0.016591452062129974,0.017137620598077774,0.08673691004514694,0.13091073522854332,0.7258582711219788
38764.xlsx,0.011246738024055958,0.008805312216281891,0.06829913705587387,0.09383662513263087,0.533226490020752
26323.xlsx,0.019022975116968155,0.003922199830412865,0.055844299495220184,0.0626274686572343,-0.3489401340484619
40575.xlsx,0.012593012303113937,0.010671978816390038,0.07705644518136978,0.10330527003202711,0.7087236642837524
72022.xlsx,0.030096616595983505,0.0257104504853487,0.11040467768907547,0.160344786274293,0.758733332157135
43823.xlsx,0.014130309224128723,0.014189849607646465,0.05374842509627342,0.11912115516417084,0.14371567964553833
26898.xlsx,0.016411760821938515,0.01344443392008543,0.08353504538536072,0.11595013548972433,0.7396924495697021
87588.xlsx,0.005672784056514502,0.006287986878305674,0.06016082316637039,0.07929682766861278,0.8877430558204651
43382.xlsx,0.013285133056342602,0.014538814313709736,0.0782555565237999,0.12057700574201424,0.6666516065597534
87579.xlsx,0.0030316661577671766,0.008306877687573433,0.07461857050657272,0.09114207418954998,0.2316274642944336
42760.xlsx,0.014752598479390144,0.013969912193715572,0.08525295555591583,0.11819438308868815,0.732552707195282
36284.xlsx,0.01670321263372898,0.01705985516309738,0.07564359158277512,0.13061338049027513,0.6789408922195435
