Station,Base_MSE,Adapted_MSE,Adapted_MAE,Adapted_RMSE,R2
85271.xlsx,0.02632927894592285,0.02270166203379631,0.10743804275989532,0.15067070728511336,0.4652802348136902
80458.xlsx,0.031165070831775665,0.026470838114619255,0.12880584597587585,0.16269861128669555,0.5176417827606201
26323 (1).xlsx,0.06942393630743027,0.015173692256212234,0.11734407395124435,0.12318154186489239,-4.218602657318115
43823 (1).xlsx,0.0332709401845932,0.0177557822316885,0.06337732821702957,0.1332508245065992,-0.07147002220153809
43976.xlsx,0.02761910855770111,0.021981703117489815,0.11148234456777573,0.14826227813402104,0.6110807061195374
42945.xlsx,0.03335527330636978,0.01656557247042656,0.10233806073665619,0.1287073131971395,0.5828812122344971
80543.xlsx,0.03686874359846115,0.027536725625395775,0.13400693237781525,0.16594193449937775,0.5455331206321716
86229.xlsx,0.05728420242667198,0.044650185853242874,0.17073969542980194,0.21130590586456138,0.561830997467041
42148.xlsx,0.026740076020359993,0.024949965998530388,0.11411702632904053,0.15795558235950508,0.37860870361328125
72122.xlsx,0.02563408948481083,0.0246509350836277,0.11776802688837051,0.15700616256576588,0.44626569747924805
80459.xlsx,0.019283168017864227,0.013852300122380257,0.08015498518943787,0.11769579483728489,0.6867325305938721
85295.xlsx,0.02495117112994194,0.0161992646753788,0.0843689814209938,0.12727633195287646,0.17161709070205688
80134.xlsx,0.03323812410235405,0.030695360153913498,0.13805483281612396,0.17520091367887752,0.44215404987335205
87587.xlsx,0.013619298115372658,0.0064806086011230946,0.06644024699926376,0.08050222730535532,0.8309856653213501
37402.xlsx,0.029465727508068085,0.022290648892521858,0.11088550835847855,0.1493005321240412,0.6651979684829712
88842.xlsx,0.04204203188419342,0.026627080515027046,0.1352909505367279,0.1631780638291405,0.6405036449432373
87581.xlsx,0.014777036383748055,0.006646167952567339,0.0540580116212368,0.0815240329753585,0.820360004901886
43989.xlsx,0.048702578991651535,0.035924021154642105,0.15085527300834656,0.18953633201748446,0.6490046977996826
40574.xlsx,0.021893197670578957,0.019808294251561165,0.11369913071393967,0.14074194204842125,0.4337632656097412
43821.xlsx,0.0198524110019207,0.017296407371759415,0.09933508187532425,0.13151580654719575,0.4043468236923218
42149.xlsx,0.029356729239225388,0.02832707203924656,0.12415992468595505,0.16830648246353008,0.5468662977218628
38764.xlsx,0.022245939821004868,0.014898288995027542,0.09151121973991394,0.12205854740667506,0.21023505926132202
26323.xlsx,0.06942393630743027,0.015173692256212234,0.11734407395124435,0.12318154186489239,-4.218602657318115
40575.xlsx,0.02823401615023613,0.018232271075248718,0.10962171852588654,0.13502692722286438,0.5023763179779053
72022.xlsx,0.05506524071097374,0.04212344065308571,0.16279733180999756,0.2052399587143929,0.6047139167785645
43823.xlsx,0.0332709401845932,0.0177557822316885,0.06337732821702957,0.1332508245065992,-0.07147002220153809
26898.xlsx,0.03147823363542557,0.021229315549135208,0.1127331405878067,0.14570283301684703,0.5889636278152466
87588.xlsx,0.0200446005910635,0.00838510412722826,0.07361716777086258,0.0915702141923249,0.8503040075302124
43382.xlsx,0.0211042333394289,0.027600781992077827,0.1097671166062355,0.16613483076127603,0.36716461181640625
87579.xlsx,0.011011519469320774,0.013018561527132988,0.08649987727403641,0.11409891115664947,-0.20419549942016602
42760.xlsx,0.027065930888056755,0.022673901170492172,0.1143859326839447,0.15057855481605664,0.5659189820289612
36284.xlsx,0.027510009706020355,0.020063824951648712,0.09360741823911667,0.1416468317741301,0.6224074959754944
