Station,Basic_MSE,ST_MSE,Basic_R2,ST_R2,Improvement
26323 (1).xlsx,0.1706366389989853,0.14703546464443207,-57.3508415222168,-49.280189514160156,13.831246614446954
26323.xlsx,0.1706366389989853,0.14703546464443207,-57.3508415222168,-49.280189514160156,13.831246614446954
26898.xlsx,0.08339788764715195,0.07660004496574402,-0.07165420055389404,0.015697360038757324,8.15109695603912
36284.xlsx,0.08279132097959518,0.08166716992855072,-0.12757933139801025,-0.11226904392242432,1.357812676188031
37402.xlsx,0.09345073252916336,0.0903809666633606,-0.012021541595458984,0.021222412586212158,3.284902945886247
38764.xlsx,0.08138615638017654,0.0749877318739891,-0.04451620578765869,0.03760170936584473,7.861809416700654
40574.xlsx,0.05010223388671875,0.04658561572432518,0.002640247344970703,0.07264375686645508,7.018884966975027
40575.xlsx,0.05049673467874527,0.04491625353693962,-0.18050134181976318,-0.050042152404785156,11.051172273431268
